subj,trial,block,cond,spkr,adapt,stim,resp,exper.half,vowel,step,exper,word,Ncond,Nvowel,Nstep,Nspkr,Nhalf,gender,age,ling,L1,L2
s7z,28,block1,low,Meg,final_ZIT_low_s23.wav,final_s23_uw_stim4.wav,2,second,uw,4,z,ZIT,-0.5,0.5,-0.870323516336324,0.5,-0.5,F,18,monolingual,English,
s7z,29,block1,low,Meg,final_ZET_low_s23.wav,final_s23_uw_stim3.wav,2,second,uw,3,z,ZET,-0.5,0.5,-1.21845292287085,0.5,-0.5,F,18,monolingual,English,
s7z,30,block1,low,Meg,final_ZOT_low_s23.wav,final_s23_uw_stim7.wav,1,second,uw,7,z,ZOT,-0.5,0.5,0.174064703267265,0.5,-0.5,F,18,monolingual,English,
s7z,31,block1,low,Meg,final_ZEET_low_s23.wav,final_s23_uw_stim2.wav,2,second,uw,2,z,ZEET,-0.5,0.5,-1.56658232940538,0.5,-0.5,F,18,monolingual,English,
s7z,32,block1,low,Meg,final_ZEET_low_s23.wav,final_s23_iy_stim2.wav,2,second,iy,2,z,ZEET,-0.5,-0.5,-1.56658232940538,0.5,-0.5,F,18,monolingual,English,
s7z,33,block1,low,Meg,final_ZIT_low_s23.wav,final_s23_iy_stim4.wav,2,second,iy,4,z,ZIT,-0.5,-0.5,-0.870323516336324,0.5,-0.5,F,18,monolingual,English,
s7z,34,block1,low,Meg,final_ZOAT_low_s23.wav,final_s23_iy_stim5.wav,2,second,iy,5,z,ZOAT,-0.5,-0.5,-0.522194109801794,0.5,-0.5,F,18,monolingual,English,
s7z,35,block1,low,Meg,final_ZUT_low_s23.wav,final_s23_uw_stim9.wav,1,second,uw,9,z,ZUT,-0.5,0.5,0.870323516336324,0.5,-0.5,F,18,monolingual,English,
s7z,36,block1,low,Meg,final_ZOOT_low_s23.wav,final_s23_uw_stim6.wav,1,second,uw,6,z,ZOOT,-0.5,0.5,-0.174064703267265,0.5,-0.5,F,18,monolingual,English,
s7z,37,block1,low,Meg,final_ZATE_low_s23.wav,final_s23_uw_stim10.wav,1,second,uw,10,z,ZATE,-0.5,0.5,1.21845292287085,0.5,-0.5,F,18,monolingual,English,
s7z,38,block1,low,Meg,final_ZAT_low_s23.wav,final_s23_iy_stim11.wav,1,second,iy,11,z,ZAT,-0.5,-0.5,1.56658232940538,0.5,-0.5,F,18,monolingual,English,
s7z,39,block1,low,Meg,final_ZET_low_s23.wav,final_s23_iy_stim3.wav,2,second,iy,3,z,ZET,-0.5,-0.5,-1.21845292287085,0.5,-0.5,F,18,monolingual,English,
s7z,40,block2,low,Meg,final_ZOT_low_s23.wav,final_s23_uw_stim7.wav,1,second,uw,7,z,ZOT,-0.5,0.5,0.174064703267265,0.5,-0.5,F,18,monolingual,English,
s7z,41,block2,low,Meg,final_ZUT_low_s23.wav,final_s23_iy_stim9.wav,1,second,iy,9,z,ZUT,-0.5,-0.5,0.870323516336324,0.5,-0.5,F,18,monolingual,English,
s7z,42,block2,low,Meg,final_ZOOT_low_s23.wav,final_s23_iy_stim6.wav,1,second,iy,6,z,ZOOT,-0.5,-0.5,-0.174064703267265,0.5,-0.5,F,18,monolingual,English,
s7z,43,block2,low,Meg,final_ZEET_low_s23.wav,final_s23_uw_stim2.wav,2,second,uw,2,z,ZEET,-0.5,0.5,-1.56658232940538,0.5,-0.5,F,18,monolingual,English,
s7z,44,block2,low,Meg,final_ZET_low_s23.wav,final_s23_iy_stim3.wav,2,second,iy,3,z,ZET,-0.5,-0.5,-1.21845292287085,0.5,-0.5,F,18,monolingual,English,
s7z,45,block2,low,Meg,final_ZOAT_low_s23.wav,final_s23_iy_stim5.wav,2,second,iy,5,z,ZOAT,-0.5,-0.5,-0.522194109801794,0.5,-0.5,F,18,monolingual,English,
s7z,46,block2,low,Meg,final_ZAT_low_s23.wav,final_s23_iy_stim11.wav,1,second,iy,11,z,ZAT,-0.5,-0.5,1.56658232940538,0.5,-0.5,F,18,monolingual,English,
s7z,47,block2,low,Meg,final_ZOT_low_s23.wav,final_s23_iy_stim7.wav,1,second,iy,7,z,ZOT,-0.5,-0.5,0.174064703267265,0.5,-0.5,F,18,monolingual,English,
s7z,48,block2,low,Meg,final_ZATE_low_s23.wav,final_s23_iy_stim10.wav,1,second,iy,10,z,ZATE,-0.5,-0.5,1.21845292287085,0.5,-0.5,F,18,monolingual,English,
s7z,49,block2,low,Meg,final_ZIT_low_s23.wav,final_s23_uw_stim4.wav,2,second,uw,4,z,ZIT,-0.5,0.5,-0.870323516336324,0.5,-0.5,F,18,monolingual,English,
s7z,50,block2,low,Meg,final_ZOUGHT_low_s23.wav,final_s23_uw_stim8.wav,1,second,uw,8,z,ZOUGHT,-0.5,0.5,0.522194109801794,0.5,-0.5,F,18,monolingual,English,
s7z,51,block2,low,Meg,final_ZUT_low_s23.wav,final_s23_uw_stim9.wav,1,second,uw,9,z,ZUT,-0.5,0.5,0.870323516336324,0.5,-0.5,F,18,monolingual,English,
s7z,52,block2,low,Meg,final_ZAT_low_s23.wav,final_s23_uw_stim11.wav,1,second,uw,11,z,ZAT,-0.5,0.5,1.56658232940538,0.5,-0.5,F,18,monolingual,English,
s7z,53,block2,low,Meg,final_ZOOT_low_s23.wav,final_s23_uw_stim6.wav,1,second,uw,6,z,ZOOT,-0.5,0.5,-0.174064703267265,0.5,-0.5,F,18,monolingual,English,
s7z,54,block2,low,Meg,final_ZEET_low_s23.wav,final_s23_iy_stim2.wav,2,second,iy,2,z,ZEET,-0.5,-0.5,-1.56658232940538,0.5,-0.5,F,18,monolingual,English,
s7z,55,block2,low,Meg,final_ZIT_low_s23.wav,final_s23_iy_stim4.wav,2,second,iy,4,z,ZIT,-0.5,-0.5,-0.870323516336324,0.5,-0.5,F,18,monolingual,English,
s7z,56,block2,low,Meg,final_ZOAT_low_s23.wav,final_s23_uw_stim5.wav,2,second,uw,5,z,ZOAT,-0.5,0.5,-0.522194109801794,0.5,-0.5,F,18,monolingual,English,
s7z,57,block2,low,Meg,final_ZET_low_s23.wav,final_s23_uw_stim3.wav,2,second,uw,3,z,ZET,-0.5,0.5,-1.21845292287085,0.5,-0.5,F,18,monolingual,English,
s7z,58,block2,low,Meg,final_ZATE_low_s23.wav,final_s23_uw_stim10.wav,1,second,uw,10,z,ZATE,-0.5,0.5,1.21845292287085,0.5,-0.5,F,18,monolingual,English,
s7z,59,block2,low,Meg,final_ZOUGHT_low_s23.wav,final_s23_iy_stim8.wav,1,second,iy,8,z,ZOUGHT,-0.5,-0.5,0.522194109801794,0.5,-0.5,F,18,monolingual,English,
s7z,60,block3,low,Meg,final_ZOAT_low_s23.wav,final_s23_uw_stim5.wav,2,second,uw,5,z,ZOAT,-0.5,0.5,-0.522194109801794,0.5,-0.5,F,18,monolingual,English,
s7z,61,block3,low,Meg,final_ZOAT_low_s23.wav,final_s23_iy_stim5.wav,2,second,iy,5,z,ZOAT,-0.5,-0.5,-0.522194109801794,0.5,-0.5,F,18,monolingual,English,
s7z,62,block3,low,Meg,final_ZOT_low_s23.wav,final_s23_iy_stim7.wav,2,second,iy,7,z,ZOT,-0.5,-0.5,0.174064703267265,0.5,-0.5,F,18,monolingual,English,
s7z,63,block3,low,Meg,final_ZIT_low_s23.wav,final_s23_uw_stim4.wav,2,second,uw,4,z,ZIT,-0.5,0.5,-0.870323516336324,0.5,-0.5,F,18,monolingual,English,
s7z,64,block3,low,Meg,final_ZOOT_low_s23.wav,final_s23_iy_stim6.wav,2,second,iy,6,z,ZOOT,-0.5,-0.5,-0.174064703267265,0.5,-0.5,F,18,monolingual,English,
s7z,65,block3,low,Meg,final_ZEET_low_s23.wav,final_s23_uw_stim2.wav,2,second,uw,2,z,ZEET,-0.5,0.5,-1.56658232940538,0.5,-0.5,F,18,monolingual,English,
s7z,66,block3,low,Meg,final_ZATE_low_s23.wav,final_s23_uw_stim10.wav,1,second,uw,10,z,ZATE,-0.5,0.5,1.21845292287085,0.5,-0.5,F,18,monolingual,English,
s7z,67,block3,low,Meg,final_ZIT_low_s23.wav,final_s23_iy_stim4.wav,2,second,iy,4,z,ZIT,-0.5,-0.5,-0.870323516336324,0.5,-0.5,F,18,monolingual,English,
s7z,68,block3,low,Meg,final_ZOOT_low_s23.wav,final_s23_uw_stim6.wav,1,second,uw,6,z,ZOOT,-0.5,0.5,-0.174064703267265,0.5,-0.5,F,18,monolingual,English,
s7z,69,block3,low,Meg,final_ZUT_low_s23.wav,final_s23_iy_stim9.wav,1,second,iy,9,z,ZUT,-0.5,-0.5,0.870323516336324,0.5,-0.5,F,18,monolingual,English,
s7z,70,block3,low,Meg,final_ZAT_low_s23.wav,final_s23_iy_stim11.wav,1,second,iy,11,z,ZAT,-0.5,-0.5,1.56658232940538,0.5,-0.5,F,18,monolingual,English,
s7z,71,block3,low,Meg,final_ZOUGHT_low_s23.wav,final_s23_iy_stim8.wav,1,second,iy,8,z,ZOUGHT,-0.5,-0.5,0.522194109801794,0.5,-0.5,F,18,monolingual,English,
s7z,72,block3,low,Meg,final_ZOUGHT_low_s23.wav,final_s23_uw_stim8.wav,1,second,uw,8,z,ZOUGHT,-0.5,0.5,0.522194109801794,0.5,-0.5,F,18,monolingual,English,
s7z,73,block3,low,Meg,final_ZET_low_s23.wav,final_s23_uw_stim3.wav,2,second,uw,3,z,ZET,-0.5,0.5,-1.21845292287085,0.5,-0.5,F,18,monolingual,English,
s7z,74,block3,low,Meg,final_ZAT_low_s23.wav,final_s23_uw_stim11.wav,1,second,uw,11,z,ZAT,-0.5,0.5,1.56658232940538,0.5,-0.5,F,18,monolingual,English,
s7z,75,block3,low,Meg,final_ZUT_low_s23.wav,final_s23_uw_stim9.wav,1,second,uw,9,z,ZUT,-0.5,0.5,0.870323516336324,0.5,-0.5,F,18,monolingual,English,
s7z,76,block3,low,Meg,final_ZOT_low_s23.wav,final_s23_uw_stim7.wav,1,second,uw,7,z,ZOT,-0.5,0.5,0.174064703267265,0.5,-0.5,F,18,monolingual,English,
s7z,77,block3,low,Meg,final_ZEET_low_s23.wav,final_s23_iy_stim2.wav,2,second,iy,2,z,ZEET,-0.5,-0.5,-1.56658232940538,0.5,-0.5,F,18,monolingual,English,
s7z,78,block3,low,Meg,final_ZET_low_s23.wav,final_s23_iy_stim3.wav,2,second,iy,3,z,ZET,-0.5,-0.5,-1.21845292287085,0.5,-0.5,F,18,monolingual,English,
s7z,79,block3,low,Meg,final_ZATE_low_s23.wav,final_s23_iy_stim10.wav,1,second,iy,10,z,ZATE,-0.5,-0.5,1.21845292287085,0.5,-0.5,F,18,monolingual,English,
s7z,80,block4,low,Meg,final_ZOOT_low_s23.wav,final_s23_iy_stim6.wav,2,second,iy,6,z,ZOOT,-0.5,-0.5,-0.174064703267265,0.5,-0.5,F,18,monolingual,English,
s7z,81,block4,low,Meg,final_ZOOT_low_s23.wav,final_s23_uw_stim6.wav,2,second,uw,6,z,ZOOT,-0.5,0.5,-0.174064703267265,0.5,-0.5,F,18,monolingual,English,
s7z,82,block4,low,Meg,final_ZEET_low_s23.wav,final_s23_iy_stim2.wav,2,second,iy,2,z,ZEET,-0.5,-0.5,-1.56658232940538,0.5,-0.5,F,18,monolingual,English,
s7z,83,block4,low,Meg,final_ZUT_low_s23.wav,final_s23_iy_stim9.wav,1,second,iy,9,z,ZUT,-0.5,-0.5,0.870323516336324,0.5,-0.5,F,18,monolingual,English,
s7z,84,block4,low,Meg,final_ZUT_low_s23.wav,final_s23_uw_stim9.wav,1,second,uw,9,z,ZUT,-0.5,0.5,0.870323516336324,0.5,-0.5,F,18,monolingual,English,
s7z,85,block4,low,Meg,final_ZET_low_s23.wav,final_s23_iy_stim3.wav,2,second,iy,3,z,ZET,-0.5,-0.5,-1.21845292287085,0.5,-0.5,F,18,monolingual,English,
s7z,86,block4,low,Meg,final_ZOAT_low_s23.wav,final_s23_iy_stim5.wav,2,second,iy,5,z,ZOAT,-0.5,-0.5,-0.522194109801794,0.5,-0.5,F,18,monolingual,English,
s7z,87,block4,low,Meg,final_ZATE_low_s23.wav,final_s23_iy_stim10.wav,1,second,iy,10,z,ZATE,-0.5,-0.5,1.21845292287085,0.5,-0.5,F,18,monolingual,English,
s7z,88,block4,low,Meg,final_ZAT_low_s23.wav,final_s23_iy_stim11.wav,1,second,iy,11,z,ZAT,-0.5,-0.5,1.56658232940538,0.5,-0.5,F,18,monolingual,English,
s7z,89,block4,low,Meg,final_ZOUGHT_low_s23.wav,final_s23_uw_stim8.wav,1,second,uw,8,z,ZOUGHT,-0.5,0.5,0.522194109801794,0.5,-0.5,F,18,monolingual,English,
s7z,90,block4,low,Meg,final_ZIT_low_s23.wav,final_s23_iy_stim4.wav,2,second,iy,4,z,ZIT,-0.5,-0.5,-0.870323516336324,0.5,-0.5,F,18,monolingual,English,
s7z,91,block4,low,Meg,final_ZOAT_low_s23.wav,final_s23_uw_stim5.wav,2,second,uw,5,z,ZOAT,-0.5,0.5,-0.522194109801794,0.5,-0.5,F,18,monolingual,English,
s7z,92,block4,low,Meg,final_ZOT_low_s23.wav,final_s23_iy_stim7.wav,1,second,iy,7,z,ZOT,-0.5,-0.5,0.174064703267265,0.5,-0.5,F,18,monolingual,English,
s7z,93,block4,low,Meg,final_ZIT_low_s23.wav,final_s23_uw_stim4.wav,2,second,uw,4,z,ZIT,-0.5,0.5,-0.870323516336324,0.5,-0.5,F,18,monolingual,English,
s7z,94,block4,low,Meg,final_ZET_low_s23.wav,final_s23_uw_stim3.wav,2,second,uw,3,z,ZET,-0.5,0.5,-1.21845292287085,0.5,-0.5,F,18,monolingual,English,
s7z,95,block4,low,Meg,final_ZEET_low_s23.wav,final_s23_uw_stim2.wav,2,second,uw,2,z,ZEET,-0.5,0.5,-1.56658232940538,0.5,-0.5,F,18,monolingual,English,
s7z,96,block4,low,Meg,final_ZOT_low_s23.wav,final_s23_uw_stim7.wav,1,second,uw,7,z,ZOT,-0.5,0.5,0.174064703267265,0.5,-0.5,F,18,monolingual,English,
s7z,97,block4,low,Meg,final_ZOUGHT_low_s23.wav,final_s23_iy_stim8.wav,1,second,iy,8,z,ZOUGHT,-0.5,-0.5,0.522194109801794,0.5,-0.5,F,18,monolingual,English,
s7z,98,block4,low,Meg,final_ZATE_low_s23.wav,final_s23_uw_stim10.wav,1,second,uw,10,z,ZATE,-0.5,0.5,1.21845292287085,0.5,-0.5,F,18,monolingual,English,
s7z,99,block4,low,Meg,final_ZAT_low_s23.wav,final_s23_uw_stim11.wav,1,second,uw,11,z,ZAT,-0.5,0.5,1.56658232940538,0.5,-0.5,F,18,monolingual,English,
s7z,100,block5,low,Meg,final_ZEET_low_s23.wav,final_s23_iy_stim2.wav,2,second,iy,2,z,ZEET,-0.5,-0.5,-1.56658232940538,0.5,-0.5,F,18,monolingual,English,
s7z,101,block5,low,Meg,final_ZIT_low_s23.wav,final_s23_iy_stim4.wav,2,second,iy,4,z,ZIT,-0.5,-0.5,-0.870323516336324,0.5,-0.5,F,18,monolingual,English,
s7z,102,block5,low,Meg,final_ZAT_low_s23.wav,final_s23_uw_stim11.wav,1,second,uw,11,z,ZAT,-0.5,0.5,1.56658232940538,0.5,-0.5,F,18,monolingual,English,
s7z,103,block5,low,Meg,final_ZUT_low_s23.wav,final_s23_iy_stim9.wav,1,second,iy,9,z,ZUT,-0.5,-0.5,0.870323516336324,0.5,-0.5,F,18,monolingual,English,
s7z,104,block5,low,Meg,final_ZOUGHT_low_s23.wav,final_s23_iy_stim8.wav,1,second,iy,8,z,ZOUGHT,-0.5,-0.5,0.522194109801794,0.5,-0.5,F,18,monolingual,English,
s7z,105,block5,low,Meg,final_ZOOT_low_s23.wav,final_s23_iy_stim6.wav,2,second,iy,6,z,ZOOT,-0.5,-0.5,-0.174064703267265,0.5,-0.5,F,18,monolingual,English,
s7z,106,block5,low,Meg,final_ZUT_low_s23.wav,final_s23_uw_stim9.wav,1,second,uw,9,z,ZUT,-0.5,0.5,0.870323516336324,0.5,-0.5,F,18,monolingual,English,
s7z,107,block5,low,Meg,final_ZET_low_s23.wav,final_s23_iy_stim3.wav,2,second,iy,3,z,ZET,-0.5,-0.5,-1.21845292287085,0.5,-0.5,F,18,monolingual,English,
s7z,108,block5,low,Meg,final_ZATE_low_s23.wav,final_s23_iy_stim10.wav,1,second,iy,10,z,ZATE,-0.5,-0.5,1.21845292287085,0.5,-0.5,F,18,monolingual,English,
s7z,109,block5,low,Meg,final_ZET_low_s23.wav,final_s23_uw_stim3.wav,2,second,uw,3,z,ZET,-0.5,0.5,-1.21845292287085,0.5,-0.5,F,18,monolingual,English,
s7z,110,block5,low,Meg,final_ZOUGHT_low_s23.wav,final_s23_uw_stim8.wav,1,second,uw,8,z,ZOUGHT,-0.5,0.5,0.522194109801794,0.5,-0.5,F,18,monolingual,English,
s7z,111,block5,low,Meg,final_ZOAT_low_s23.wav,final_s23_iy_stim5.wav,2,second,iy,5,z,ZOAT,-0.5,-0.5,-0.522194109801794,0.5,-0.5,F,18,monolingual,English,
s7z,112,block5,low,Meg,final_ZOT_low_s23.wav,final_s23_iy_stim7.wav,1,second,iy,7,z,ZOT,-0.5,-0.5,0.174064703267265,0.5,-0.5,F,18,monolingual,English,
s7z,113,block5,low,Meg,final_ZATE_low_s23.wav,final_s23_uw_stim10.wav,1,second,uw,10,z,ZATE,-0.5,0.5,1.21845292287085,0.5,-0.5,F,18,monolingual,English,
s7z,114,block5,low,Meg,final_ZOT_low_s23.wav,final_s23_uw_stim7.wav,1,second,uw,7,z,ZOT,-0.5,0.5,0.174064703267265,0.5,-0.5,F,18,monolingual,English,
s7z,115,block5,low,Meg,final_ZOOT_low_s23.wav,final_s23_uw_stim6.wav,2,second,uw,6,z,ZOOT,-0.5,0.5,-0.174064703267265,0.5,-0.5,F,18,monolingual,English,
s7z,116,block5,low,Meg,final_ZEET_low_s23.wav,final_s23_uw_stim2.wav,2,second,uw,2,z,ZEET,-0.5,0.5,-1.56658232940538,0.5,-0.5,F,18,monolingual,English,
s7z,117,block5,low,Meg,final_ZIT_low_s23.wav,final_s23_uw_stim4.wav,2,second,uw,4,z,ZIT,-0.5,0.5,-0.870323516336324,0.5,-0.5,F,18,monolingual,English,
s7z,118,block5,low,Meg,final_ZAT_low_s23.wav,final_s23_iy_stim11.wav,1,second,iy,11,z,ZAT,-0.5,-0.5,1.56658232940538,0.5,-0.5,F,18,monolingual,English,
s7z,119,block5,low,Meg,final_ZOAT_low_s23.wav,final_s23_uw_stim5.wav,2,second,uw,5,z,ZOAT,-0.5,0.5,-0.522194109801794,0.5,-0.5,F,18,monolingual,English,
s8z,0,block0,low,Kim,final_ZEET_low_s12.wav,final_s12_iy_stim2.wav,2,first,iy,2,z,ZEET,-0.5,-0.5,-1.56658232940538,-0.5,0.5,F,20,monolingual,English,
s8z,1,block0,low,Kim,final_ZAT_low_s12.wav,final_s12_uw_stim11.wav,1,first,uw,11,z,ZAT,-0.5,0.5,1.56658232940538,-0.5,0.5,F,20,monolingual,English,
s8z,2,block0,low,Kim,final_ZUT_low_s12.wav,final_s12_uw_stim9.wav,1,first,uw,9,z,ZUT,-0.5,0.5,0.870323516336324,-0.5,0.5,F,20,monolingual,English,
s8z,3,block0,low,Kim,final_ZATE_low_s12.wav,final_s12_uw_stim10.wav,1,first,uw,10,z,ZATE,-0.5,0.5,1.21845292287085,-0.5,0.5,F,20,monolingual,English,
s8z,4,block0,low,Kim,final_ZIT_low_s12.wav,final_s12_uw_stim4.wav,2,first,uw,4,z,ZIT,-0.5,0.5,-0.870323516336324,-0.5,0.5,F,20,monolingual,English,
s8z,5,block0,low,Kim,final_ZET_low_s12.wav,final_s12_uw_stim3.wav,2,first,uw,3,z,ZET,-0.5,0.5,-1.21845292287085,-0.5,0.5,F,20,monolingual,English,
s8z,6,block0,low,Kim,final_ZEET_low_s12.wav,final_s12_uw_stim2.wav,2,first,uw,2,z,ZEET,-0.5,0.5,-1.56658232940538,-0.5,0.5,F,20,monolingual,English,
s8z,7,block0,low,Kim,final_ZATE_low_s12.wav,final_s12_iy_stim10.wav,1,first,iy,10,z,ZATE,-0.5,-0.5,1.21845292287085,-0.5,0.5,F,20,monolingual,English,
s8z,8,block0,low,Kim,final_ZOOT_low_s12.wav,final_s12_uw_stim6.wav,1,first,uw,6,z,ZOOT,-0.5,0.5,-0.174064703267265,-0.5,0.5,F,20,monolingual,English,
s8z,9,block0,low,Kim,final_ZOUGHT_low_s12.wav,final_s12_uw_stim8.wav,1,first,uw,8,z,ZOUGHT,-0.5,0.5,0.522194109801794,-0.5,0.5,F,20,monolingual,English,
s8z,10,block0,low,Kim,final_ZAT_low_s12.wav,final_s12_iy_stim11.wav,1,first,iy,11,z,ZAT,-0.5,-0.5,1.56658232940538,-0.5,0.5,F,20,monolingual,English,
s8z,11,block0,low,Kim,final_ZUT_low_s12.wav,final_s12_iy_stim9.wav,1,first,iy,9,z,ZUT,-0.5,-0.5,0.870323516336324,-0.5,0.5,F,20,monolingual,English,
s8z,12,block0,low,Kim,final_ZET_low_s12.wav,final_s12_iy_stim3.wav,2,first,iy,3,z,ZET,-0.5,-0.5,-1.21845292287085,-0.5,0.5,F,20,monolingual,English,
s8z,13,block0,low,Kim,final_ZOOT_low_s12.wav,final_s12_iy_stim6.wav,1,first,iy,6,z,ZOOT,-0.5,-0.5,-0.174064703267265,-0.5,0.5,F,20,monolingual,English,
s8z,14,block0,low,Kim,final_ZOAT_low_s12.wav,final_s12_iy_stim5.wav,2,first,iy,5,z,ZOAT,-0.5,-0.5,-0.522194109801794,-0.5,0.5,F,20,monolingual,English,
s8z,15,block0,low,Kim,final_ZOAT_low_s12.wav,final_s12_uw_stim5.wav,2,first,uw,5,z,ZOAT,-0.5,0.5,-0.522194109801794,-0.5,0.5,F,20,monolingual,English,
s8z,16,block0,low,Kim,final_ZOT_low_s12.wav,final_s12_uw_stim7.wav,1,first,uw,7,z,ZOT,-0.5,0.5,0.174064703267265,-0.5,0.5,F,20,monolingual,English,
s8z,17,block0,low,Kim,final_ZOUGHT_low_s12.wav,final_s12_iy_stim8.wav,1,first,iy,8,z,ZOUGHT,-0.5,-0.5,0.522194109801794,-0.5,0.5,F,20,monolingual,English,
s8z,18,block0,low,Kim,final_ZOT_low_s12.wav,final_s12_iy_stim7.wav,1,first,iy,7,z,ZOT,-0.5,-0.5,0.174064703267265,-0.5,0.5,F,20,monolingual,English,
s8z,19,block0,low,Kim,final_ZIT_low_s12.wav,final_s12_iy_stim4.wav,2,first,iy,4,z,ZIT,-0.5,-0.5,-0.870323516336324,-0.5,0.5,F,20,monolingual,English,
s8z,20,block1,low,Kim,final_ZIT_low_s12.wav,final_s12_iy_stim4.wav,2,first,iy,4,z,ZIT,-0.5,-0.5,-0.870323516336324,-0.5,0.5,F,20,monolingual,English,
s8z,21,block1,low,Kim,final_ZATE_low_s12.wav,final_s12_iy_stim10.wav,1,first,iy,10,z,ZATE,-0.5,-0.5,1.21845292287085,-0.5,0.5,F,20,monolingual,English,
s8z,22,block1,low,Kim,final_ZAT_low_s12.wav,final_s12_uw_stim11.wav,1,first,uw,11,z,ZAT,-0.5,0.5,1.56658232940538,-0.5,0.5,F,20,monolingual,English,
s8z,23,block1,low,Kim,final_ZOOT_low_s12.wav,final_s12_uw_stim6.wav,1,first,uw,6,z,ZOOT,-0.5,0.5,-0.174064703267265,-0.5,0.5,F,20,monolingual,English,
s8z,24,block1,low,Kim,final_ZET_low_s12.wav,final_s12_uw_stim3.wav,2,first,uw,3,z,ZET,-0.5,0.5,-1.21845292287085,-0.5,0.5,F,20,monolingual,English,
s8z,25,block1,low,Kim,final_ZIT_low_s12.wav,final_s12_uw_stim4.wav,2,first,uw,4,z,ZIT,-0.5,0.5,-0.870323516336324,-0.5,0.5,F,20,monolingual,English,
s8z,26,block1,low,Kim,final_ZOUGHT_low_s12.wav,final_s12_iy_stim8.wav,1,first,iy,8,z,ZOUGHT,-0.5,-0.5,0.522194109801794,-0.5,0.5,F,20,monolingual,English,
s8z,27,block1,low,Kim,final_ZOOT_low_s12.wav,final_s12_iy_stim6.wav,1,first,iy,6,z,ZOOT,-0.5,-0.5,-0.174064703267265,-0.5,0.5,F,20,monolingual,English,
s8z,28,block1,low,Kim,final_ZEET_low_s12.wav,final_s12_iy_stim2.wav,2,first,iy,2,z,ZEET,-0.5,-0.5,-1.56658232940538,-0.5,0.5,F,20,monolingual,English,
s8z,29,block1,low,Kim,final_ZATE_low_s12.wav,final_s12_uw_stim10.wav,1,first,uw,10,z,ZATE,-0.5,0.5,1.21845292287085,-0.5,0.5,F,20,monolingual,English,
s8z,30,block1,low,Kim,final_ZOT_low_s12.wav,final_s12_uw_stim7.wav,1,first,uw,7,z,ZOT,-0.5,0.5,0.174064703267265,-0.5,0.5,F,20,monolingual,English,
s8z,31,block1,low,Kim,final_ZOAT_low_s12.wav,final_s12_uw_stim5.wav,2,first,uw,5,z,ZOAT,-0.5,0.5,-0.522194109801794,-0.5,0.5,F,20,monolingual,English,
s8z,32,block1,low,Kim,final_ZAT_low_s12.wav,final_s12_iy_stim11.wav,1,first,iy,11,z,ZAT,-0.5,-0.5,1.56658232940538,-0.5,0.5,F,20,monolingual,English,
s8z,33,block1,low,Kim,final_ZOUGHT_low_s12.wav,final_s12_uw_stim8.wav,1,first,uw,8,z,ZOUGHT,-0.5,0.5,0.522194109801794,-0.5,0.5,F,20,monolingual,English,
s8z,34,block1,low,Kim,final_ZET_low_s12.wav,final_s12_iy_stim3.wav,2,first,iy,3,z,ZET,-0.5,-0.5,-1.21845292287085,-0.5,0.5,F,20,monolingual,English,
s8z,35,block1,low,Kim,final_ZEET_low_s12.wav,final_s12_uw_stim2.wav,2,first,uw,2,z,ZEET,-0.5,0.5,-1.56658232940538,-0.5,0.5,F,20,monolingual,English,
s8z,36,block1,low,Kim,final_ZOAT_low_s12.wav,final_s12_iy_stim5.wav,2,first,iy,5,z,ZOAT,-0.5,-0.5,-0.522194109801794,-0.5,0.5,F,20,monolingual,English,
s8z,37,block1,low,Kim,final_ZOT_low_s12.wav,final_s12_iy_stim7.wav,1,first,iy,7,z,ZOT,-0.5,-0.5,0.174064703267265,-0.5,0.5,F,20,monolingual,English,
s8z,38,block1,low,Kim,final_ZUT_low_s12.wav,final_s12_iy_stim9.wav,1,first,iy,9,z,ZUT,-0.5,-0.5,0.870323516336324,-0.5,0.5,F,20,monolingual,English,
s8z,39,block1,low,Kim,final_ZUT_low_s12.wav,final_s12_uw_stim9.wav,1,first,uw,9,z,ZUT,-0.5,0.5,0.870323516336324,-0.5,0.5,F,20,monolingual,English,
s8z,40,block2,low,Kim,final_ZIT_low_s12.wav,final_s12_uw_stim4.wav,2,first,uw,4,z,ZIT,-0.5,0.5,-0.870323516336324,-0.5,0.5,F,20,monolingual,English,
s8z,41,block2,low,Kim,final_ZUT_low_s12.wav,final_s12_iy_stim9.wav,1,first,iy,9,z,ZUT,-0.5,-0.5,0.870323516336324,-0.5,0.5,F,20,monolingual,English,
s8z,42,block2,low,Kim,final_ZOAT_low_s12.wav,final_s12_uw_stim5.wav,1,first,uw,5,z,ZOAT,-0.5,0.5,-0.522194109801794,-0.5,0.5,F,20,monolingual,English,
s8z,43,block2,low,Kim,final_ZAT_low_s12.wav,final_s12_iy_stim11.wav,1,first,iy,11,z,ZAT,-0.5,-0.5,1.56658232940538,-0.5,0.5,F,20,monolingual,English,
s8z,44,block2,low,Kim,final_ZOAT_low_s12.wav,final_s12_iy_stim5.wav,2,first,iy,5,z,ZOAT,-0.5,-0.5,-0.522194109801794,-0.5,0.5,F,20,monolingual,English,
s8z,45,block2,low,Kim,final_ZOUGHT_low_s12.wav,final_s12_uw_stim8.wav,1,first,uw,8,z,ZOUGHT,-0.5,0.5,0.522194109801794,-0.5,0.5,F,20,monolingual,English,
